,nni_counter,nni_mean,nni_min,nni_max,hr_mean,hr_min,hr_max,hr_std,nni_diff_mean,nni_diff_min,nni_diff_max,sdnn,sdnn_index,sdann,rmssd,sdsd,nn50,pnn50,nn20,pnn20,tri_index
70,373.0,800.6032171581769,735.0,857.5,75.01783725682888,69.97084548104957,81.63265306122449,2.3718326960579437,6.955645161290323,0.0,25.0,25.178890935898174,,,8.581323493682417,5.0325137318591775,0.0,0.0,4.0,1.0752688172043012,6.907407407407407
71,384.0,776.30859375,710.0,837.5,77.38820131754225,71.64179104477611,84.50704225352112,2.77586986659405,6.491732093148885,0.0,22.0,27.878419344147627,,,8.027217576194193,4.72778983788145,0.0,0.0,2.0,0.5221932114882507,7.529411764705882
72,394.0,756.4149746192893,720.0,807.5,79.36762588877575,74.30340557275542,83.33333333333333,1.9045821359717383,4.885496183206107,0.0,20.0,18.35679056706314,,,6.380632272226964,4.109424002615964,0.0,0.0,0.0,0.0,4.5813953488372094
73,368.0,810.4211956521739,533.4544677699323,860.0,74.12103682923392,69.76744186046511,112.47445400696641,2.7890102146369724,7.141654152233621,0.0,212.0,25.401171652415453,,,16.738015909890322,15.15863012261111,3.0,0.8174386920980926,9.0,2.452316076294278,5.411764705882353
74,360.0,829.3194444444445,661.1324312654906,857.5,72.38170075722073,69.97084548104957,90.753375817841,1.622547336606204,5.4421107871674925,0.0,154.0,17.11223946199873,,,12.229319756113231,10.96698312890742,3.0,0.8356545961002786,5.0,1.392757660167131,3.711340206185567
75,365.0,816.2123287671235,703.468025823473,900.0531047727411,73.607858137762,66.66273321189165,85.29172300299587,2.7139109925729175,8.09934713646321,0.0,112.0,29.465908631451445,,,16.119542194647313,13.956192659293194,10.0,2.7472527472527473,31.0,8.516483516483516,8.69047619047619
76,360.0,827.6388888888889,659.4457205677754,892.5,72.57821087153603,67.22689075630252,90.98550210977284,2.5342831082938337,6.964918105848804,0.0,147.0,27.217560982441338,,,15.635461153321094,14.018021570299208,5.0,1.392757660167131,11.0,3.064066852367688,4.137931034482759
77,357.0,836.281512605042,674.3441853887416,872.5,71.77798548718957,68.76790830945559,88.97533529619089,1.5817753218713584,6.91921269286532,0.0,198.0,16.93146172577419,,,14.95244405918319,13.273846799403927,4.0,1.1235955056179776,7.0,1.9662921348314606,3.3055555555555554
78,359.0,831.1629526462395,797.5,852.5,72.199293681787,70.38123167155425,75.23510971786834,0.9076377806311701,5.153631284916201,0.0,25.0,10.362927757369308,,,6.622291793884648,4.164526154721597,0.0,0.0,3.0,0.8379888268156425,3.1491228070175437
79,358.0,833.0307262569833,797.5,855.0,72.04160835971285,70.17543859649123,75.23510971786834,1.0607954053128352,5.455182072829132,0.0,22.0,12.171356144466529,,,6.861219318183386,4.167248881363852,0.0,0.0,1.0,0.2801120448179272,3.5445544554455446
80,365.0,817.1780821917808,578.6423889195139,875.0,73.4859047423459,68.57142857142857,103.6909862618891,2.3130469062058885,8.049927045513973,0.0,202.0,22.44717808014892,,,17.15953883110777,15.175015249063923,2.0,0.5494505494505495,13.0,3.571428571428571,5.53030303030303
81,362.0,823.7154696132596,775.0,857.5,72.85999526758808,69.97084548104957,77.41935483870968,1.1990603494724972,5.38781163434903,0.0,27.0,13.306028601625414,,,6.9550396244223744,4.404292846250228,0.0,0.0,2.0,0.554016620498615,3.1206896551724137
82,362.0,825.414364640884,645.0,907.5,72.732636285748,66.11570247933884,93.02325581395348,1.8220522712909926,7.7770083102493075,0.0,202.0,19.142840043772527,,,17.372906119472674,15.55655445722112,4.0,1.10803324099723,9.0,2.4930747922437675,4.36144578313253
83,365.0,817.3835616438356,775.0,855.0,73.43875968987864,70.17543859649123,77.41935483870968,1.5839887963896846,5.164835164835165,0.0,20.0,17.49912096456821,,,6.585761364280728,4.09178774742773,0.0,0.0,0.0,0.0,5.615384615384615
84,351.0,849.6296296296297,810.0,887.5,70.63730630416447,67.6056338028169,74.07407407407408,1.1409481648065685,7.714285714285714,0.0,27.0,13.669763489630459,,,9.471762545286158,5.503692058896915,0.0,0.0,6.0,1.7142857142857144,4.333333333333333
85,356.0,837.3282832934127,782.5,892.5,71.69056992562592,67.22689075630252,76.6773162939297,1.5749694190767385,10.335660809150852,0.0,40.0,18.182451813563098,,,12.391659560715723,6.845388261374979,0.0,0.0,22.0,6.197183098591549,5.650793650793651
86,364.0,819.375,739.3324010598226,852.5,73.27754220109819,70.38123167155425,81.15429529936851,1.9607143305279153,5.718597038674077,0.0,59.0,21.378915152715166,,,8.24214435576221,5.943728927738169,2.0,0.5509641873278237,5.0,1.3774104683195594,4.7894736842105265
87,360.0,828.2013888888889,782.5,865.0,72.47010416191591,69.36416184971098,76.6773162939297,1.3274142997773504,5.8791705990290595,0.0,25.0,14.9934367373102,,,7.44710234807388,4.577450326999745,0.0,0.0,3.0,0.8356545961002786,4.615384615384615
88,358.0,833.5188365308752,782.5,904.5220847265155,72.00881592089034,66.33337207918052,76.6773162939297,1.3417689343896948,5.9313980582088455,0.0,64.0,15.484797031069116,,,8.250094875184011,5.74238185158896,1.0,0.2801120448179272,4.0,1.1204481792717087,4.162790697674419
89,362.0,824.2748618784531,767.5,855.0,72.8147181824494,70.17543859649123,78.17589576547232,1.318836689933235,6.142659279778393,0.0,22.0,14.71247056571651,,,7.598613009463636,4.479088153448761,0.0,0.0,1.0,0.2770083102493075,4.160919540229885
90,375.0,795.74,629.805867648116,827.5,75.43896436902331,72.50755287009063,95.26745157846496,1.7500429162466618,6.641762661348393,0.0,128.0,17.169379205962578,,,11.95503315304198,9.953628086680007,2.0,0.53475935828877,7.0,1.8716577540106951,5.0
91,386.0,772.2733160621761,491.19631785401725,822.5,77.86977434146388,72.94832826747721,122.15075280314277,4.031625522766405,8.196724732382567,0.0,256.0,34.59677488536804,,,20.834791137766185,19.179616783482462,5.0,1.2987012987012987,8.0,2.0779220779220777,5.938461538461539
92,398.0,750.1319095477387,685.0,805.0,80.10580247108969,74.53416149068323,87.5912408759124,3.1217957272607193,8.524612407768707,0.0,35.0,28.894056845364965,,,10.450329590513013,6.052490852033539,0.0,0.0,13.0,3.27455919395466,8.291666666666666
93,368.0,811.4470108695652,697.5082111721706,857.5,73.986628426499,69.97084548104957,86.02049271817074,1.8494620321930737,6.503616311852237,0.0,87.0,19.678653262504206,,,9.794319312785207,7.333362139882348,2.0,0.544959128065395,7.0,1.9073569482288828,3.7938144329896906
94,379.0,787.0382585751979,705.0,865.0,76.45364330639711,69.36416184971098,85.1063829787234,4.086484969793659,8.24074074074074,0.0,32.0,42.22856662601111,,,10.142829197368165,5.921142398330462,0.0,0.0,9.0,2.380952380952381,9.973684210526315
95,351.0,850.534188034188,641.8557610887583,882.5,70.59451036964235,67.98866855524079,93.47894595231804,1.9959890224327526,7.252466304298046,0.0,161.0,21.79607383374897,,,14.320771410772812,12.36620999292709,2.0,0.5714285714285714,4.0,1.1428571428571428,4.743243243243243
96,344.0,866.8023255813954,802.5,895.0,69.23466664686813,67.0391061452514,74.76635514018692,1.0226494919141813,6.188046647230321,0.0,27.0,12.52927279580291,,,7.750905147932395,4.674217259816848,0.0,0.0,2.0,0.5830903790087464,3.1559633027522938
97,348.0,857.6508620689655,735.519913606171,902.5,70.02144391942898,66.4819944598338,81.57494976013196,2.1387008147374895,7.899360567596848,0.0,76.0,25.327602448819402,,,10.980890555016144,7.638600033172248,2.0,0.5763688760806917,10.0,2.881844380403458,4.833333333333333
98,366.0,815.2732240437158,747.5,862.5,73.67625398558417,69.56521739130434,80.2675585284281,2.4629151206600466,6.164383561643835,0.0,30.0,26.998740589380844,,,7.86661055625837,4.893827965935113,0.0,0.0,4.0,1.095890410958904,8.133333333333333
99,383.0,779.392950391645,735.0,812.5,77.01182036960111,73.84615384615384,81.63265306122449,1.5002624056145357,5.160359473870631,0.0,20.0,15.021091249358463,,,6.6104848174732,4.136907138352902,0.0,0.0,0.0,0.0,4.728395061728395
100,386.0,772.6489637305699,707.5,820.0,77.72923202060483,73.17073170731707,84.80565371024736,2.425219862600651,7.214285714285714,0.0,22.0,23.749787946311965,,,8.939733282868744,5.286350207080946,0.0,0.0,8.0,2.0779220779220777,7.283018867924528
101,379.0,787.8430079155672,730.0,845.0,76.23502351039176,71.00591715976331,82.1917808219178,2.427398712257682,7.491731483792324,0.0,31.0,25.306208111423697,,,9.621075534725145,6.0444775733567795,0.0,0.0,15.0,3.968253968253968,7.288461538461538
102,376.0,793.9029255319149,740.0,845.0,75.62805604349155,71.00591715976331,81.08108108108108,1.982221885342846,8.863709626507056,0.0,35.0,20.91914266441297,,,10.995376551906002,6.5150707517445845,0.0,0.0,17.0,4.533333333333333,6.266666666666667
103,365.0,817.5342465753424,753.0738070174505,860.0,73.44054195164415,69.76744186046511,79.67346552342599,1.9228347737566194,8.65808873593211,0.0,38.0,20.953030811192267,,,10.712929441558988,6.317753598839132,0.0,0.0,13.0,3.571428571428571,5.447761194029851
104,359.0,829.9094707520892,782.5,860.0,72.32123940162911,69.76744186046511,76.6773162939297,1.3292300172644527,5.9324713862502705,0.0,25.0,15.153286854108826,,,7.571560644037112,4.711296500619608,0.0,0.0,4.0,1.1173184357541899,5.202898550724638
105,367.0,812.574931880109,578.5867973846907,860.0,73.9277904277557,69.76744186046511,103.70094905588937,2.7040375763106432,8.484498374947044,0.0,223.0,26.933162706841667,,,18.470280969301296,16.428694518393797,2.0,0.546448087431694,9.0,2.459016393442623,7.0576923076923075
